dataset,repeat,split_id,seed,split_policy,method,variant,lam,sub_dim,eta,tau,smooth_backend,scoring_backend,num_nodes,num_features,num_classes,train_size,val_size,test_size,train_acc,val_acc,test_acc,cg_iters,cg_converged,time_sec,g_0,g_1,g_2,g_3,g_4
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,8,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.44490131735801697,0.3096217215061188,0.29605263471603394,13,True,4.355,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,5.0,8,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4336622953414917,0.2927631437778473,0.29539474844932556,16,True,5.001,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,12,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.47094297409057617,0.3231907784938812,0.30460527539253235,6,True,2.821,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,12,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.46820175647735596,0.31208881735801697,0.29605263471603394,8,True,3.233,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,12,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.45476973056793213,0.28824013471603394,0.2973684072494507,13,True,4.345,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,5.0,12,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4402412176132202,0.27384868264198303,0.28223684430122375,16,True,5.201,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,16,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.47094297409057617,0.3153782784938812,0.3125,6,True,3.078,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,16,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4802631437778473,0.30797696113586426,0.3032894730567932,8,True,3.158,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,16,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4753289520740509,0.2944079041481018,0.29144737124443054,13,True,4.487,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,5.0,16,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.46025219559669495,0.2837170958518982,0.27960526943206787,16,True,4.976,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,8,0.0,5.0,none,raw_plain_residual,7600,932,5,3648,2432,1520,0.4413377046585083,0.3384045958518982,0.3151315748691559,0,True,0.989,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,12,0.0,5.0,none,raw_plain_residual,7600,932,5,3648,2432,1520,0.46957236528396606,0.33429276943206787,0.3125,0,True,1.139,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,16,0.0,5.0,none,raw_plain_residual,7600,932,5,3648,2432,1520,0.4714912176132202,0.3293585479259491,0.31578946113586426,0,True,0.905,,,,,
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4599780738353729,0.3408717215061188,0.3125,6,True,3.821,0.5046,0.4409,0.5149,0.5977,0.4548
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4413377046585083,0.3384045958518982,0.3151315748691559,8,True,4.527,0.5231,0.427,0.5323,0.6041,0.3994
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4413377046585083,0.3384045958518982,0.3151315748691559,13,True,5.556,0.4723,0.4521,0.5766,0.6338,0.2593
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4413377046585083,0.3384045958518982,0.3151315748691559,16,True,6.225,0.4861,0.4689,0.5398,0.6421,0.2068
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.46957236528396606,0.33429276943206787,0.3125,6,True,3.721,0.4907,0.4972,0.49,0.5292,0.438
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.46957236528396606,0.33429276943206787,0.3125,8,True,4.407,0.4769,0.5028,0.4776,0.5135,0.4122
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.46957236528396606,0.33429276943206787,0.3125,13,True,5.156,0.4265,0.4859,0.5174,0.491,0.3296
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.46957236528396606,0.33429276943206787,0.3125,16,True,6.433,0.3476,0.5,0.5174,0.5135,0.2786
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4714912176132202,0.3293585479259491,0.31578946113586426,6,True,3.843,0.4538,0.4774,0.4876,0.5112,0.4698
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4714912176132202,0.3293585479259491,0.31578946113586426,8,True,4.22,0.4265,0.5141,0.4876,0.4978,0.4343
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4714912176132202,0.3293585479259491,0.31578946113586426,13,True,5.43,0.3775,0.5563,0.5348,0.4775,0.3499
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4714912176132202,0.3293585479259491,0.31578946113586426,16,True,6.173,0.3434,0.5451,0.5935,0.4067,0.3397
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.45230263471603394,0.3466282784938812,0.31381580233573914,6,True,3.947,0.5046,0.4409,0.5149,0.5977,0.4548
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.44462719559669495,0.3425164520740509,0.308552622795105,8,True,4.552,0.5231,0.427,0.5323,0.6041,0.3994
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.4284539520740509,0.32730263471603394,0.3131578862667084,13,True,5.72,0.4723,0.4521,0.5766,0.6338,0.2593
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.42379385232925415,0.31702303886413574,0.3190789520740509,16,True,6.501,0.4861,0.4689,0.5398,0.6421,0.2068
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.4750548303127289,0.33552631735801697,0.3236842155456543,6,True,3.835,0.4907,0.4972,0.49,0.5292,0.438
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.46957236528396606,0.3322368562221527,0.3118421137332916,8,True,4.668,0.4769,0.5028,0.4776,0.5135,0.4122
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.4465460479259491,0.3083881437778473,0.31578946113586426,13,True,5.479,0.4265,0.4859,0.5174,0.491,0.3296
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.43558114767074585,0.31044408679008484,0.316447377204895,16,True,6.711,0.3476,0.5,0.5174,0.5135,0.2786
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,0.5,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.47094297409057617,0.32648026943206787,0.3118421137332916,6,True,4.231,0.4538,0.4774,0.4876,0.5112,0.4698
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,1.0,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.46436402201652527,0.32360196113586426,0.3078947365283966,8,True,4.582,0.4265,0.5141,0.4876,0.4978,0.4343
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,3.0,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.4520285129547119,0.30921053886413574,0.31118419766426086,13,True,5.539,0.3775,0.5563,0.5348,0.4775,0.3499
actor,3,3,3,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_merged,5.0,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_merged_plain_residual,7600,932,5,3648,2432,1520,0.45888158679008484,0.3071545958518982,0.29342105984687805,16,True,6.449,0.3434,0.5451,0.5935,0.4067,0.3397
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,8,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4660087823867798,0.3203125,0.29605263471603394,6,True,2.867,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,8,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4624451696872711,0.3190789520740509,0.2967105209827423,8,True,3.547,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,8,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4517543911933899,0.3059210479259491,0.28684210777282715,13,True,4.436,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,5.0,8,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.43941885232925415,0.29605263471603394,0.27368420362472534,16,True,5.16,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,12,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4788925349712372,0.31578946113586426,0.30657893419265747,6,True,2.879,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,12,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.48218202590942383,0.30921053886413574,0.3059210479259491,8,True,3.373,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,12,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4750548303127289,0.2956414520740509,0.29144737124443054,13,True,4.496,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,5.0,12,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.46683114767074585,0.29070723056793213,0.27565789222717285,16,True,4.762,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,0.5,16,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.49671053886413574,0.31332236528396606,0.29078948497772217,6,True,2.213,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,1.0,16,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4906798303127289,0.3059210479259491,0.29605263471603394,8,True,3.131,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,3.0,16,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.4950657784938812,0.29481908679008484,0.28881579637527466,13,True,4.066,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,smooth_plain_residual,5.0,16,0.0,5.0,sparse_cg_equivalent_layer1,smooth_plain_residual,7600,932,5,3648,2432,1520,0.49177631735801697,0.2841282784938812,0.28684210777282715,16,True,4.528,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,8,0.0,5.0,none,raw_plain_residual,7600,932,5,3648,2432,1520,0.45751097798347473,0.3178454041481018,0.308552622795105,0,True,0.975,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,12,0.0,5.0,none,raw_plain_residual,7600,932,5,3648,2432,1520,0.476425439119339,0.31044408679008484,0.30723685026168823,0,True,0.951,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,raw_plain_residual,0.0,16,0.0,5.0,none,raw_plain_residual,7600,932,5,3648,2432,1520,0.4986293911933899,0.30674341320991516,0.30000001192092896,0,True,0.845,,,,,
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4660087823867798,0.3203125,0.29605263471603394,6,True,3.545,0.458,0.5116,0.5229,0.5414,0.465
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4624451696872711,0.3190789520740509,0.2967105209827423,8,True,3.732,0.4533,0.5232,0.4949,0.5701,0.4475
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.45751097798347473,0.3178454041481018,0.308552622795105,13,True,4.688,0.458,0.4971,0.4467,0.6279,0.3832
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,8,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.45751097798347473,0.3178454041481018,0.308552622795105,16,True,5.561,0.458,0.5116,0.4392,0.6376,0.3279
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4788925349712372,0.31578946113586426,0.30657893419265747,6,True,3.436,0.4626,0.5116,0.5153,0.5311,0.4922
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.476425439119339,0.31044408679008484,0.30723685026168823,8,True,3.797,0.4533,0.5347,0.5051,0.529,0.4591
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,3.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.476425439119339,0.31044408679008484,0.30723685026168823,13,True,4.65,0.458,0.5777,0.467,0.5599,0.3668
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,5.0,12,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.476425439119339,0.31044408679008484,0.30723685026168823,16,True,5.736,0.4813,0.5,0.5153,0.5984,0.3177
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,0.5,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.49671053886413574,0.31332236528396606,0.29078948497772217,6,True,3.114,0.4394,0.5145,0.5507,0.4875,0.5195
actor,4,4,4,geom_gcn_mask_split_id,WhiteBox-HASDC,hasdc_channel_select,1.0,16,0.0,5.0,sparse_cg_equivalent_layer1,hasdc_channel_select_plain_residual,7600,932,5,3648,2432,1520,0.4986293911933899,0.30674341320991516,0.30000001192092896,8,True,3.711,0.4394,0.5261,0.5583,0.4917,0.4669
